source,title,description,text,url,keyword,published_date,language,scraper_source
The Business Journals,Google News,,,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNRG0tbzM2c296Z0NRU2Q3NFhHMG00dkkxQ0RUNjd5WnFzVW5teEJ2MERSZmlsNW9RMlE4SU0yVy1RVlM0WWlneV83TXF4RGN3M2x6YmxHWFVBdzQzbDE5V1BzQVh4RmFqdzNfN3ZzdXh3SFhDZmhXUTk3ZVpHNFdaTXZON3kydjBFcGJRQ0tFYkVrNUdlaUlDV3oxSFIzMHN5WmlPMXBOVldLZw?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-25 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
SowetanLIVE,Google News,,,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPRTRhbWdLRElQNENiR1Nvc2RCY1F4MGhEYUFVc2RUMkNvRG1oQV9aMDV3UE9hbklZdmtMQ3Jfekw4UnBkSDZoT1FaNEcwazVLcTFnYWNKYzZtMVgwZjg0dElLY1NwR3RUa0tmYVhUaHBseUM3OWtIRzJQZHhpbWRoNDZxd1VRVFRfV0ZScVZWZU1lTFM2VlFUQ2pZTk5NU3dLdnRXUWUyY00tQS1WQlZLNGltOFFQd0RGMmIzeGQzS2lZYUNkZUJ4MDl4TE1nd05LRVQ3TTFUMk5hYkN4UlZVedIB5gFBVV95cUxNajRvUlpxNzhHWFFqZWZRU2R1ZlhvalViSkN3bXJMMEh2NXFWeGNEYnNmQ0trdmgxVndLel9JVjk3T3BHdWV3VlVfSmMzcXVyUUFCM3c2VGxkbVl3Q0hfaFhPZkZKcDAxSGQ5c3R3RmRBU2dsZlRISGRUS2ItQnJ0TVRfM0l5dmhIUUNsQ2M2VDBjb2VFejVRaUpndEtCUmhmd3hyZGpRTC1jTjVLMG9Sd1lremtBcDBJVTlSVlJaNTBWMGhWZk1EV1ZDNVJ2eXlZRklDbkt0LTVCMmc1VThPTEJ5R3Vadw?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-22 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Tuko News,Google News,,,https://news.google.com/rss/articles/CBMixgFBVV95cUxNQUhzRjEtVWktR2RZWjlfSGg0QmhxU0ZPeUdpLWZOcndCcWZndzhvWWJqRFpqNmhpeGx2ZERwb2hRcVlTS3VxbVpiMGxUSEZDc1g2MjRGZ1JWQlNRWmFBLUpCSGM5eGw2LWFYdmNZaU1VbFpkcjNnZExoeGhVVEZtaXY1VTdhMHlFOGpxblBNVFUyWldNb3VoRnJDdGUxLXJKRTlOYUhzU0tmdnJGYzNzNktSU1JmOFA4eG5mRlJxSDJwQ3diQWc?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-22 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Tuko News,Google News,,,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNNnRYS3BPNG5EaUlub3dTVXZiNFY4QWRIdEZSZllRUDdRdUJ2djdKLWFPczZPckpndGl2WEFTeFJBdHoyVzRYY2hvYndqMTFUSWFaTlBlQmNqUEFrYURCRnlZeG9JWjUtUy1tWVJXR19sa2JZSWhHckZ2ZzA3a1BrU3pXMVRQQktfc1k2aGNkci00bVZkTDVEeV95WXIxalQ5YVY2dzZlRGhodw?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-18 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Newsmax,Google News,,,https://news.google.com/rss/articles/CBMikwFBVV95cUxOVDJIRjdqVmJEdGtLU1dmUklSd29NWlNNNVB6TDhUdWtwTl93WHpBZW84NElZNkpEdHJDdDA2TnZBVklma1FOY1p3cHVkZnZ6b2Q4bUpNVjFhYVVUNlRCeXNNZS05eURFcDlfekR3cFpQWm93SEVOdHRjbXplelc1TkgxUEpVTU5rdjZucmZKcnJqN1HSAZgBQVVfeXFMTW9wOHRXRlQ3aFh2ZjQyWnE0RzRxZlpKdDNoVkFHNzNaU196dUFrZXZXZEk0OEFfX3l5SmdfLXVlY2RVSUtsamtUeF9LWHk4RGNxT0JpaXI2aW5Rd01OS1laOElBaTktdWRnc3RzVm8yek9mZ1JGMXpQZTdtTWo3elloa3doSTZNbDRxZEcxTmI1R2RweW8xdEw?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-25 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Think Global Health,Google News,,,https://news.google.com/rss/articles/CBMikgFBVV95cUxNeDRqM0laRzdSZEd6cU8zTlpCbG5PWkktLXgwcWJJQ21WYlhoMXN5Q0w1MUhYSHE3cTM5TnNsdkJpc0RyeVVBM0Y4RHQ2Tlk1MlVvY0VKaDczUlFVVkFCblNrNVZrX0NsN2tIOEU1MEpHY0pvbktRX2tGdFFMWC1rdXFZVUM3d2k5NTRGRkNFNDV5UQ?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-29 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Context News,Google News,,,https://news.google.com/rss/articles/CBMipgFBVV95cUxQcm1WdWxJTDNweGxvaTAteXhNM2FfQlZSU2RHc3JpS0FJQm8za3NETG5ESnAzbDNaVklMMXRQWHM1bkNYbHd3ZW9fX1lPMEs5dkdPcmY4MENEWUQ4RVpKR25lVlMwTkZobTBLWm43NXhnaXktQmJwOG1MZGw2MzB3eVZKWjRZRlJsT0d2YmhLM2lwUWJwSWZsLTdjLXF3OGtiUG15X0JB?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-25 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
standardmedia.co.ke,Google News,,,https://news.google.com/rss/articles/CBMi1AFBVV95cUxPY2pDVnN3dHZoOU9aZHdRSGlsbmNoTVAyV0VJcWJUWl9oalFia0ktNk1OUlNPU1l0ZUNTUHh6V0Y4R3ZUZUN1LWR3Xy1XcFFWZDZIdXEzU0NFUGEzSlprZEJLcDVCOEJCYkNpZnN1cWJnMm5wMnFPTmtHVFFhRHNsbHh6aEp0dE9tUTBTdElTck93SDF5WHNHM2NybXhUVURyZjlyYUJySTV0V01mWmVJWTcxd0pmVDl5TmstamU3cnlpMXlRU2h5alVKMkc2WlJ1ZDJ1btIB2gFBVV95cUxNeEFMMjB5NjVtdE5xQnFwSEx0Zjl4b0xGWHBjSUh0QklCNExLNm1hcGhxOF9WSDR5UmZQNUpBVzUwUkYxRlZXeUxuQ1BZSTg0ZEF1V2JyQ3pVaS1UbmVhX0JaQThJZzh5eWd4Rzh0WmNQbEJiSGhuS09qWHJIZ3hrYTdSUnVwV29JLURYU0VCSE1fWG4yZHhWSHJSdncwc1lIZFlTQlZCYUhDbExkQUhlR2xxVDFjVTlxaWVxT2ttTGFRQzhxX3FyYm1FbTRNLWdIanVqNXhmU3E5dw?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-29 04:18:45+00:00,en,gnews_usaid_kenya_full.csv
Devex,Google News,,,https://news.google.com/rss/articles/CBMilwFBVV95cUxNSl9KdEVFajV1M0o2cGNBbmd3eUFOZlM5cGM3cVVWX2p0R3pxZU5kZ04tYzNaODNjSndMZWI1S3F0dDZ4YTVvMlJILVplc1dINVdEbGEwZWpYZTJ2Nk5yU3o2VmFMMl9YNFNqR3NzaUFCREJ2d2l4dV9oQ1dQUzJZTVhzTjlMSU11VHlLcHpkVFlRWGx5T3E0?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-25 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Kenyans,Google News,,,https://news.google.com/rss/articles/CBMikwFBVV95cUxNYmhBSHZRRFdQbHZXNDlIZHFBVmpzNnZzM25mU0lobDRpZHhXbHBjWTRIdWtRSDZmSWxxZnB2OEtTTWdMMHJURjMyeDAzdFRQaTdhVEFpb2M1NjVlYldGVlFXQVZaRXA4amw2MGRZM01sM21PZk9TOElobHlVOW5JekJjSkxMVlBkTUhEY2xodC0xaG8?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-26 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
BBC,Google News,,,https://news.google.com/rss/articles/CBMiXEFVX3lxTE1IQ2N6MzlpYzNXREgtQl9CdEVBbzd5Rm5MbXVaRElaLUdPZlh3c21kc1dwdTlMeGcyZXlwMXBDalh3ZmF2UzhFNmJleUE5NEVTbzY0RHV4T1Y2UFpv0gFiQVVfeXFMT0FKMmZxd3FPYkgxVlE4NWVuM0t1am41dERJZHJhNEh6RnRyZ05RU1pWMFJnWmZLN3M3a3hJXzdRVkNnek1uZTg2Z1ZoeC1XYTM4dVdZbjNOMllwN0dsWGRyMHc?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-05-01 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Mongabay,Google News,,,https://news.google.com/rss/articles/CBMixAFBVV95cUxOSXFfc2tSWGc1N3htU1ljbHI2MktZRlZXczZ3Z3B5OXJUSEMtZC1Gamg0U2tLWUJmM3NxMXZMZnBpWS0xQVJ5RzVNNVVWaXdqYWQxNHJaUFFEbkIyS3BQSGVKcUpmU3MxYlhRMmZ5clZOMl9vRnVnUUlVWVo4YkpuQzA4Q2ZFODdBSzN6WENRS3Nsd2R2bGhBd2hndmluSEpJYzlnLU9uVlpaXzUzNGV4bVlFTjI1ekNlWmNjWndPRUNBMjU2?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-28 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
The EastAfrican,Google News,,,https://news.google.com/rss/articles/CBMixwFBVV95cUxQd1hNNno4TWhoTV9saDZHbzl4TS1tb3VremdTMkY2dS12b05YaTF4LU02T1FnSWR3T1d2VHhwZXpZQkxsSGktZG9IdmNqMkF2ZmltMzFLYnRFNEVMWEE4aTluamZrRHA0eFRsRW9UWkp6ZWo1RHFSMndySGlYbDRnc2VxaEMyaGxHWk82YTdIOGhZTm52MHlzcjJvSHNxeVMxVDdoemNGTFVMUlFBbGo5ckY4aWtNWjJHUGNGOWFZb19hd3EyUG9N?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-30 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Tech In Africa,Google News,,,https://news.google.com/rss/articles/CBMiowFBVV95cUxPYWlJdEU5UlZCV1M5YzhhX3kyUWtwbzJ0UFItVmdreXBHVGc3d21weXA4MDBNcnlqTENoV2ZQMTFhZHBqV01nb1BlaFF6NTRHRGkzREhyOXZBeWlUZUs1dXlFai1ROVZMNzBidmF1RmpuLXhWVElKOTQtSTRrSm51d2xKTnhvWXJKdF9nMXlRM19FTEZrZ3ViYWZ6b2c0WXA2dDNv?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-30 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Fortune,Google News,,,https://news.google.com/rss/articles/CBMickFVX3lxTE1CVVdtbTJvRjJ2V2h3SkxOWHd3V1E2LWl5UThvNEtmUWtCRTVuS19ERTlwWGpDQzJzU3ZtUTNQR3J3ZEtvWWVwUXM5VXhFb0Z0bENxdm1TbndXbEJFYnc0Xy1tTFh6YnhOX3BmcEVIY25PZw?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-29 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
TechCabal,Google News,,,https://news.google.com/rss/articles/CBMiggFBVV95cUxQTE5oeVlhblVEeURLRk5EMFJlQ0NjUTlVWjhLYmYtTm5VQlY2cWRVallRMjVQVU11M3VITFBtUElkVFA4dE9vOGRQaTB0Tlc0VjVoaG14RUFuZXJIbkc0MkFkMkJ0US1UczEzOExLbjBibDlaQXRTME1QcUhKNHBsVURR?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-05-01 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Michigan State University,Google News,,,https://news.google.com/rss/articles/CBMirAFBVV95cUxPdlctbEZjam5pNjN5b3NOSXpoU1J5Z3EwWW40aWFNRUUyTkJJLTZxRklQb2Q5YUlvY0NSMG5XMjhPTDVRSEVaNFNFTWw5U1VtNjBwWEdqSGRYaUdha0QtdTU1N0dBVElRekhLRjZnR0xNWGRETE1lem5EQzNOT1NwRW9uUlB1YUM5bEN4WU5kS1FDeFNnWmQxd3VWSDA2MVJRd0ZxTkJzcjhYVzNS?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-30 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Techish Kenya,Google News,,,https://news.google.com/rss/articles/CBMicEFVX3lxTFBrTFc0d1NiYXZDWHNPVmRPNmNfNnY1UGxYRUdyV2NDN21jdENIX002bHdDcWhISkgzMlBUTUhhWHpvTVBfTjNIeldsTzZfNVh1b2VuNTktcTlGRGJuVmFMUGxwYnhEcFlZSG9DRVYxR08?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-05-02 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Business Insider Africa,Google News,,,https://news.google.com/rss/articles/CBMi1AFBVV95cUxPdGVNSGlvUFUtU19JVDFDR05WcWVaeFZZcWF2eTIxTzd5ejA3VEUwMkNrNTQwb3lSV3ZjbXJ3YTNmM09QUWlIVXQxV2dOT1RuRjFUTEtJVWE5cmljcU1YRWpqaVZQdnA0NUYwZjFpMHpreHdpVmo5dVE2bjR6SzRKMXQxYUVaQnN5SE5wTDRDV0ZaZDI1MDZ0bnZyejZsRmU5YzRVMGhFLWp1X1JsZTk4ZUxBY0xfZFRLT3ppSFhDai1JMmVEQUZpNi0xWEhLOFJ4TWFHNA?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-05-02 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
France 24,Google News,,,https://news.google.com/rss/articles/CBMi2gFBVV95cUxOb2V0NGNvbFh3NVpjZEpHS1FlcXg4a3BGX0V6a1RSQWhiSXpyZUhfX1EyamlzY2R5Rkg4TFdiOGhKeVFsdkl2SVd1VlNKeWFtLXZpeTA3VHliNmJYWDA2b1dkT0VyaEtVaF9HZWFFQmhaMHVsNFFBYXBiSEtFcTlxVFZiUnltYWloRlpwWGF2US1UeGRwZHMybnNWS1U5V295YVNnN0ZKTzltbkdnLW9PN2ZsTXhmdEdDVkFYQjVoQjRTV0pTSHBXcmJsVzRPcmgwbzd2WXFFNnMwUQ?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-30 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
NPR,Google News,,,https://news.google.com/rss/articles/CBMitwFBVV95cUxNUFRJVTlwUUFua0J0T3oyeGVPd3YtVW00OThVRW8zRXh3UEhPNXJ0U0FIUmxibkVZWkwzR1J0LTVRYS1MbXJGSEc2M0t5R1BfRVB4MG1rN1RLM19hMlY4aVZWTURQTHZVQmh4NE05U1lIbGFHNkJtY0FFaFJ0TGxNOEdXbVVHSV9Ra1J4YjJ0M2tsaTZpd18yMGNBbzIwc1FSMy1jN0NvdThLZlBaZ3ctY1hTUE5aX2c?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-25 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
The Washington Post,Google News,,,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPcnRmQkFMNHJFMjc4WDNIYUQ0b2xKWlFxUEV6SExHQ2laZ25mQzFxbDRLM3U5aWNuMnd5R3Rpc1Q5RFRZdnYxYm93Z2lQaGJmUXdPS3RDblRseU5xdGt3Y2lnQzktLWdISzJtZ0d0TXVvVEpELVU4VGNPSEk0c1lGSVpfNkFWMFZHSGVz?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-05-01 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
The EastAfrican,Google News,,,https://news.google.com/rss/articles/CBMioAFBVV95cUxNVUFyNGV0UlR2VWFFa09WcERkUFJxMlBfQnZLZDlHVzFURkRsTk9RNUN0NGZGRXRCdTF4LVp1aHVZVDFYcjNoakozZ1lSWjRmUGtXQ19uWmpGdlZTV3JDRS1IbDJsaTZOM0Q2aW96U2p5Qzl3N19sNVVGWkZPamtGeHB5Z0I0SFltS0hHdDNDYm53VExrVldEQ1BmcUsxRHZt?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-05-01 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
BBC,Google News,,,https://news.google.com/rss/articles/CBMiXEFVX3lxTFBKNkN3aC0wdXJDeXdjWWFMampyakJRYUtCQXRYckE2MjYzaXlrZUtIOG5iMGg4Nml6UDBzejhfZzdRUWlYS1NrSlJaVE1PeGdQcWtEdllEV0I3aXMx0gFiQVVfeXFMTlRoVXUxNGQ3SlRiRTg1S29ES2xqVXlDcEVEWUF2VTJqRHdja09FeU1fUlIyQ0FVUml2MmtRbm9DMUVSZ0M5UVdpN3RaWFdLbWlHY01mWHBJS1JKWTVPN254NkE?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-25 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
standardmedia.co.ke,Google News,,,https://news.google.com/rss/articles/CBMi3gFBVV95cUxQUG9TSkNHemQ5dm5BZWxoYkRTUGtqNDRDV2FfYWY2X1lXV1pZeVNxa0t1OW9Xai1Uc0p0SGxFQzM4MUNEZ0RRT0wtUE1jVzBYZDhqV09oZ0JkZGNtNTNYMm5GTV84MG0ySEROczlTVFVvNzd0eEw4OFgtUjl1TThZMlVWY1p3aFRMbXVYN0FwbjZHQ3djUXczaU40T25DSmZzbThpZlZPQmVjZ2doMGhTMmJUNEFIaGRmWnUtcGdhR3hFLTJXT3hTRzE5eExmZmV2NjdkY0djbHgtSWFEaUHSAeMBQVVfeXFMUEVnaXAwREw4MVdhdVlzd0dVU2pTSUphWFlwRHVzTnM1V3gtd2VMUXpNQ2NqcG9fUE5RUjhaU2NYY1Vkejc4Tkp1djgzZEpBZnZIanVMNE5NNkFTdU54WExTUXNqbjlBdFd4RjBXbnROdkJKT2gtMzdFQllyTjhUb19JbENjSDY5czlPblREOHVWbnNJLTJ1VTRvOF8taV9BdW1sUDNITzQtTVZfWVhrVnViWGl6NnZOdjEwYy00Zm5yeS1fVHgzVkVqbWZObHdyanJDakR4eHNiT3VMblVUVGJSR3M?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-30 13:55:14+00:00,en,gnews_usaid_kenya_full.csv
dw.com,Google News,,,https://news.google.com/rss/articles/CBMifkFVX3lxTE1MdXFkNVVmRjZtMWdFVzNUVDQ1ejRnT1E1RXNVR0UzdENKb3QwNDVjcmNMaUF5cHFabzFnU0x6VzRpNnlTMHF0OEQ0aWcxempYcm1sbWh0Z1o3NjRKYzdZRVRGRnpNMGRodnU4NGlEUzJGZmFWQjFpSXFoazVIUdIBfkFVX3lxTE9Pb3F1S2p2Q00tRUY4UHJlWGRZTGlTb2M3aXFYNmpVc2JsTDhCXy1GbC1vczc4RkNqY2ttMDhLaTFpMWF5b0ZoQ3BaMHVnZUJtOUZjUmJMcXF3WVhUMktWbHFzQjNrVHN3bE9Rdmp0ck5wckJsNFoxTEtVMUFSQQ?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-30 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
The Japan Times,Google News,,,https://news.google.com/rss/articles/CBMikAFBVV95cUxOS1d3Z0FlMXNlQXNIT3V5WkQ3UzY1Ti0ycUJiYkFkYVlMY3E4ZzdPakdDd1R3TXdTRnZwbUlGX0h1MW1pWGtKYmh4a3EtMDJySENBb1J4SHpEcnVId0s2MmtjQ1pLa0xiS0RUS3dnYnZHSzA2bGI5NnhSYzFGTlZRQjRvQ3oyeXJyb3FJZDFFbzU?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-28 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Deseret News,Google News,,,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNUGp4WmIxbldrNVM5WVRyYzdrZ19TNnczZ29WbHhJSkdJVzZNRXVBWTUxdUNYLUJiRjMtdGpYdjN3NHZYLUtzOFA0TEl5Y0NVQ1RSQU03X2V6WjdKbmhNYWNlN0JWQno3b1VndkFzZEhUbDIzMVhkcGtCSW9lRTFHZEo4R05xZ1BGdVo4?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-28 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Yahoo,Google News,,,https://news.google.com/rss/articles/CBMie0FVX3lxTE45ekhLSVA0eXB2V20tcGZ4WThkMWZWb092Y0JwZ3F2LTdLX1o2QUFJRmh1MlE4WTkwemktc2Vid0dBY00xU2FxSVJyWVFEaG9adDdOSXo1Qm96NG83M3FwSmswMm9qWXJBbUc0eGp5Q0FXbG1CamNRUFJQUQ?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-30 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
BBC,Google News,,,https://news.google.com/rss/articles/CBMiW0FVX3lxTFByS2FfYndFVm0xM0JxOXlQSmxVMWNjTjB2c1MxU2p4cG13RVhUZlpPaHhWSWlHUy16VU1YdHNBMHBTLWs2eUxuUXFmMkRuWVZDc0hPMFNuRURvRlXSAWBBVV95cUxNLVNwQU0xeHVfNUpzRFQ2ZWpmM3R2Y0stclJJUGNrZnlfWWh0ejYxZE5iMnJmdG9VcmRBWjhFZGRfRXd0d0c0bDA1eFZGekdDNFhOMElKM0xzOVFTWkVyV0o?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-05-01 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
The Business Journals,Google News,,,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNRG0tbzM2c296Z0NRU2Q3NFhHMG00dkkxQ0RUNjd5WnFzVW5teEJ2MERSZmlsNW9RMlE4SU0yVy1RVlM0WWlneV83TXF4RGN3M2x6YmxHWFVBdzQzbDE5V1BzQVh4RmFqdzNfN3ZzdXh3SFhDZmhXUTk3ZVpHNFdaTXZON3kydjBFcGJRQ0tFYkVrNUdlaUlDV3oxSFIzMHN5WmlPMXBOVldLZw?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-25 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Bergen Record,Google News,,,https://news.google.com/rss/articles/CBMi0wFBVV95cUxOSXpiOWlya0lTbnc1NUtnbllraFgxRm85NHNHOE9ZS0NPLXRHOUZaazJSbG9WeWxBTzhoT0Zia0l1YzFEU1hNWjhUZkFMTE9wU3lxYjRGb2RXUmV0TXhCVHl3NUhyREJIRG41LW9wMmRmNG44N3ExNFpUZ1RRYVFISXZaQ1h4TFQtODJiQV9Na05XNGs4NzJTZFF0QUlhT25CVmJ0YmxiUk9zcHBKSW5uUG1yMTZ2ZWFPci11dmlvUlFqWDIzamtBLWdyTzliN0hHVC1B?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-29 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Tuko News,Google News,,,https://news.google.com/rss/articles/CBMiugFBVV95cUxPYXRsbE1lOE42XzVJMzdHaXc0NVlYY3lFczNPenRWQnVKb05kSmJsNWJuekU0Q29ZTlRYWHlGT21rZGNNenQ5M0RkeVA4d1hTT0xlcF9QT0V2b09yOTdJbFlTZDNlR2VnS2dKYU9tU0pxU0M4UUFaOTN1T0lCRjVHdmdDSkNmbXpHbkZBajFpYy1WQkVmYkZ5RWFzc2FKd1FvaXVBM3lSc2M2TEpmeHQ0Ni1JbzN3dTktaVE?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-29 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Tuko News,Google News,,,https://news.google.com/rss/articles/CBMi1AFBVV95cUxPbDRqU29KeFc2dnl6eWxpdVFSTkg3a3MtUWVCV2VzcmpHeEJWSmJVWWRnVHIyTHhEa05mazFSTU5UVmJnVUlWTzRtQXF1T3FjbEZmT0tLVTZUNDZYbkthM0x1NGxpWUVLVDlSa1NoZWNUYWozbzd1dGpKREh5Y08xV0Fob0J1Wnc2SlJMaWsxbExUbV9odER3ZkZQME1zWlhKdzhCYlZpY243OXZhLVV3V3VYNW81YXVYT2k5Z2FDRXBtbEtRX0VHUGdHdHNHRVBvbkZwOQ?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-05-02 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Tuko News,Google News,,,https://news.google.com/rss/articles/CBMijgFBVV95cUxNWDM1QkplNXBLZXd5RHF4T25JQWdOR25IWUtaMTl0TEJqd2ZTS1p1b0MzWktZU19nZWloWEZFaTg3dlg4XzZGdnBIUEIwNy1jWHBsR0g3NUdoUDJITmdqLXVidTk2QmE5RXJTbXh5VXRwWnV6SjRwNnVzX1BMd3F6ZVR2QUN6dVVURnRQLXV3?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-05-01 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Tuko News,Google News,,,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPSWpiNFdPV0ZiOS12QW10QU9xdFB3X3NqejdzZUhDYmV2TU52azNhalA0NEVrS0Nhal9iMFVOWnFFZ0gxR3VqYVNhdmpSeGphSkJIczdiVmNFLW1yZHdQMmdkNXZ0UDhQSnZGalJhWmIxdHl5SXd6N1lJdkFsU2JIVmdDX09NM3p0X2FUY3FBbXZMSVVuR0pvb0M5SExLTDdoaHlXUHBueE9Zc3dwdGNHVVBXcVBmNXRxZ1ROX2ViR08yUGM?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-28 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Tuko News,Google News,,,https://news.google.com/rss/articles/CBMixAFBVV95cUxNRGdWbmtjOGJsX3E1Mzg3N1BVQmFYMXBlaEdKUUx4MlhmVUxMaHZBY3dnN3EtUnJRamdUVExLZVI3WWhvdm4xTEFlcXg0V2RkT2R0R0RjQTVQUlNXMFJnWnRyTWFXUmMxVkh4UlNhYnJBT21fOC1GNXozcnlOZ2hPdkVUeVZyNWhzNWZuRDBaZjlnd1NXa1dtU2l1VVF3TmZFUV9jbzJDUWN6eWdSb0JJblM4ek8tNGV2YjZBckZxcjFpd3ZX?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-05-02 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Tuko News,Google News,,,https://news.google.com/rss/articles/CBMi6AFBVV95cUxNWHhhVmxKRWdONEJLRDVLX1Y0LW1taXg1WlZ4MGpYWXJQdG1UcjZtUy1Wak5pMURVR1RhZ0JVV3FWOUVWSFdRaURkek5NTHVIbEcxOFo5X1JOYXB0RzdqNFFsa1pOR3R4QmhlUEVXN2VxS0IzM2tuWFIxX1ZuWVM3WkpBRWpQNS1qdm5rTF96X3otbmdKT0h4d2lRNVdYVklVMUp5ZWVlSEdDSFkwRUVLbFhpdVFJcGUwemtmdW5VdnRubll0VmdxVmNNUzdfeWJBNzV4dXR3dUxKaDQ5TlRHT2hPTUhYSVA4?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-30 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
Tuko News,Google News,,,https://news.google.com/rss/articles/CBMitgFBVV95cUxOelU1M1FqeUlxYm5wNTNVWWU5T0ZrczF4QUF4NmJ0Y0xMMy1rdHhIN19IRE9yTmJWa3JPVFBCWkdRU3hzME5FdEZQN2xKRTYzem1xek14aWMtbVEtM0I1VXNvcXJjTlpmNnhiMGpOa0pyeVRpeTN5M2UwRXhVV3ZwWkNqSEE5WDVSOHRyV1hSMXhnU3ZnM0lNV0otdENON0tlT0FJVHlmWUNHcDJVa1VBVG5fV2ZEQQ?oc=5&hl=en-KE&gl=KE&ceid=KE:en,,2025-04-29 07:00:00+00:00,en,gnews_usaid_kenya_full.csv
